timestamp,node,cpu_pct,pods,
1780892127.1360445,node-1,2.2,"{worker-341a2b2b3affc84b-f47989649-lvlrl"": 0.26","[' ""kube-proxy-5mfnl"": 24.14', ' ""worker-bb0034ea3bcbe045-5fb785466b-994m7"": 0.11', ' ""kube-controller-manager-node-1"": 12.6', ' ""coredns-69db55dd76-rnr4c"": 1.75', ' ""kube-apiserver-node-1"": 51.73}""']"
1780892127.4267173,node-0,32.0,"{worker-c2ea3952c7a77d53-bb4557796-mz52j"": 0.21","[' ""worker-b81ed828cb5e7192-7bfd7c5685-h65bx"": 0.23', ' ""worker-682c50b946b6efb6-6cc4c9965f-xggln"": 0.16}""']"
1780892128.205604,node-2,1.3,"{node-metrics-collector-gsrn8"": 18.25}""",
1780892128.2468681,node-1,1.6,"{node-metrics-collector-l78rp"": 15.2}""",
1780892128.5395823,node-0,31.7,"{worker-37a025445321ed43-669f9b9d4b-j9gdf"": 0.2","[' ""worker-3029b453646555d8-ff967d94d-ms28l"": 0.11', ' ""calico-node-wj9s8"": 19.97}""']"
1780892129.3118987,node-2,1.1,"{worker-938e7f49544b3293-8698f95b77-nq6jt"": 0.16","[' ""worker-ca4fde7aa358b20b-59d59c8db6-6mj8z"": 0.16', ' ""kube-proxy-vps9q"": 24.46', ' ""worker-a25e2d58c503c1a3-6b7dcf657c-26pjr"": 0.1', ' ""worker-734272c01926d196-dfd9f9f44-45k6q"": 0.14}""']"
1780892129.361305,node-1,1.1,"{worker-41b8611922a7e03f-86b98fb547-sn6s2"": 0.16","[' ""worker-80ba614b065a6836-65dfb8499b-fxsgr"": 0.2', ' ""worker-8d5a5cbc5dcaf950-795dbc5877-mzzs6"": 0.21', ' ""worker-1c5682a8e57d04d0-6d8c5ff796-bz4fj"": 0.24', ' ""worker-f8a0e46efc7202b8-64b7f96d84-n47q9"": 0.17', ' ""worker-68d84244f6a3c212-6f4ffb97f9-czjf6"": 0.13}""']"
1780892129.6590505,node-0,30.6,"{worker-d399b29c39aafde6-5b9cd56bc-t9265"": 0.18","[' ""kube-proxy-xhdb4"": 20.24', ' ""worker-73e9cf25a1a3b312-5c79df49b9-598r5"": 0.13', ' ""worker-a69fc53dccda5042-7d4bfdd6c6-g2lbs"": 0.24', ' ""worker-21e3d223c039daac-5cdb5b6c7f-h4dsk"": 0.26}""']"
1780892130.4291599,node-2,1.0,"{worker-c79aae5f316a650e-68d7565ddb-vhtf5"": 0.19","[' ""worker-a83894b2184e57e7-77d48698c9-wzjsb"": 0.19', ' ""worker-67b406bcce86bae0-5c685b4bc4-xvdmr"": 0.23}""']"
1780892130.4770105,node-1,1.4,"{worker-c8c43e1a911f29e5-56ccf5c49-z7jjb"": 0.19","[' ""worker-b5450811f2226912-7997468867-pxf7x"": 0.2}""']"
1780892130.785363,node-0,31.6,"{worker-7fa05b607ae861b8-55cdc95c6b-rpwhn"": 15477.45","[' ""worker-f7bfe5bc8d2a37a5-867f9c5dc4-kndms"": 0.18', ' ""worker-b1034a4b389601e0-6cf5956dcd-z7jxp"": 0.19}""']"
1780892131.5355358,node-2,1.5,"{worker-458c67821d1d6a60-6fc949cdd8-2ncsn"": 0.27","[' ""worker-dfcd50e431bff00c-67747d878b-4r22t"": 0.21}""']"
1780892131.5891087,node-1,2.5,"{worker-71fab9125e9dc96c-6f5bd7bbd6-xrjwb"": 0.2","[' ""worker-7d37cefc5c5fd0c8-6b79db6dc-sl9v6"": 0.12', ' ""worker-38c3814fedc3e476-5bf68c8b78-25hkd"": 0.13', ' ""worker-7958f89676bf3653-6b5bcd47bf-2fq6x"": 0.24}""']"
1780892131.9110024,node-0,32.1,"{worker-8d13ca6c1e7b4541-64dfd6b499-rm6nt"": 0.17","[' ""worker-03e48744252ef722-5799ccb989-84jpv"": 0.24', ' ""worker-e6c7bb410627e9eb-64d9bd9f5c-dhsr4"": 0.16}""']"
